,ListingKey,ListingCreationDate,Occupation,BorrowerRate,IncomeRange
3909,4A7E3597024371880A6894A,2013-12-20 09:16:36.290000000,Nurse's Aide,0.197,"$25,000-49,999"
102048,29B9351914436074044078E,2011-07-07 04:06:35.737000000,Other,0.1599,"$25,000-49,999"
109160,55833533954733161CFD4D8,2011-12-01 18:45:31.190000000,Other,0.1254,"$25,000-49,999"
51557,EB7235980233010300FDC58,2013-12-18 09:51:57.050000000,Professional,0.162,"$100,000+"
102150,AF9D350670964381731961B,2011-02-10 12:11:36.050000000,Skilled Labor,0.1999,"$75,000-99,999"
74193,42F336018450742561378F4,2014-02-10 19:15:27.710000000,Clerical,0.1224,"$25,000-49,999"
74490,0BA13587965567008DA1197,2013-08-27 20:28:21.873000000,Professional,0.2199,"$25,000-49,999"
96637,83D335036555223892A7DDD,2010-12-21 13:08:46.570000000,Computer Programmer,0.089,"$50,000-74,999"
52575,869B342173410920592EFDA,2008-05-29 12:11:23.557000000,Scientist,0.059,"$25,000-49,999"
25204,6B6E3509688393260FEFAAC,2011-03-07 18:56:32.517000000,Laborer,0.3199,"$25,000-49,999"
73958,33F23415535268048D71D50,2008-03-15 03:35:29.310000000,Food Service Management,0.1529,"$100,000+"
85338,5EC93574873504402603A7F,2013-04-06 07:09:12.563000000,Other,0.2049,"$100,000+"
7320,2FF834847541175519E5E87,2010-05-20 11:30:59.703000000,Teacher,0.2002,"$50,000-74,999"
87036,211A35862833025369098A6,2013-08-01 05:11:29.303000000,Retail Management,0.2099,"$1-24,999"
28075,5CBE3589355524871198623,2013-09-19 21:07:18.303000000,Other,0.1485,"$100,000+"
93661,85DF342026003866632CCDE,2008-05-04 18:25:41.780000000,Other,0.2124,"$25,000-49,999"
48456,9A8035975490627309D60E5,2013-12-10 07:51:01.763000000,Professional,0.162,"$75,000-99,999"
16344,002235969238017623637E6,2013-12-20 14:06:28.123000000,Other,0.1905,"$75,000-99,999"
66228,C15635211031165512740EC,2011-07-19 04:22:17.437000000,Accountant/CPA,0.1329,"$50,000-74,999"
76739,FDF33395495795519DA712F,2007-07-31 12:28:13.183000000,Sales - Retail,0.21,"$25,000-49,999"
37820,EFFC3603551154593876A69,2014-02-25 09:52:20.140000000,Other,0.092,"$50,000-74,999"
110559,FAE03592521831139B7ED5F,2013-10-14 14:33:11.303000000,Other,0.198,"$25,000-49,999"
71091,BC3635906169891023A2ADB,2013-09-21 16:41:30.290000000,Analyst,0.1299,"$50,000-74,999"
21133,2C9E35846403575775B44BB,2013-07-11 18:08:29.210000000,Social Worker,0.1769,"$25,000-49,999"
29387,C3CA3507506387752584E8E,2011-02-17 16:13:22.653000000,Computer Programmer,0.0499,"$75,000-99,999"
78013,DAB23592908442976D4E9AE,2013-10-24 11:39:15.197000000,Professional,0.0766,"$100,000+"
107155,65303599392594500FAEAB1,2014-01-04 18:59:36.230000000,Professional,0.1725,"$25,000-49,999"
3175,56CF33826234487402E2638,2007-03-01 14:35:18.603000000,Truck Driver,0.2177,"$50,000-74,999"
87531,478A34193032011648173C8,2008-04-20 07:32:33.267000000,Professional,0.155,"$25,000-49,999"
94054,58383567609367843916493,2013-01-03 10:25:14.063000000,Analyst,0.1203,"$75,000-99,999"
98003,88D13590740350980029306,2013-09-23 07:12:19.247000000,Sales - Retail,0.2549,"$25,000-49,999"
57948,AC28359422704269677122B,2013-11-05 19:33:24.280000000,,0.162,"$50,000-74,999"
36956,4A4E36011026458424059A9,2014-01-21 12:54:18.957000000,Landscaping,0.215,"$25,000-49,999"
41462,78DA3584226453658689EFF,2013-07-23 14:26:08.653000000,Nurse (RN),0.1219,"$25,000-49,999"
1716,31A33602570068688C4522D,2014-02-04 06:55:14.647000000,Sales - Commission,0.1355,"$25,000-49,999"
45579,A36E3508633476182ACAC87,2011-02-17 17:09:24.833000000,Sales - Retail,0.3199,"$50,000-74,999"
98194,2F113600308876781543A73,2014-01-07 22:30:46.107000000,Professional,0.1435,"$50,000-74,999"
78530,484B35781082899903F3B92,2013-05-03 21:39:09.873000000,Food Service Management,0.2712,"$75,000-99,999"
33119,D82A3406084412789B170F2,2007-12-06 18:54:16.973000000,Construction,0.1495,"$50,000-74,999"
33572,6C1F3519233098957ADCBEC,2011-07-04 06:59:00.963000000,Administrative Assistant,0.2399,"$50,000-74,999"
78865,1B37356759991426901A3C7,2013-01-16 14:17:06.273000000,Other,0.2024,"$1-24,999"
110169,76023598954172989DC8FCE,2014-01-07 09:45:19.590000000,Computer Programmer,0.0809,"$100,000+"
49346,1D063559522921649C16C29,2012-10-12 16:25:46.300000000,Other,0.0839,"$50,000-74,999"
8944,A56E3505493141909BD43AD,2011-01-31 11:02:27.057000000,Computer Programmer,0.0599,"$100,000+"
62881,838B3546399429776B42A4D,2012-05-14 09:02:10.463000000,Accountant/CPA,0.3304,"$25,000-49,999"
70256,684C3459842387576D3C379,2009-08-02 19:15:48.773000000,Professional,0.18,"$50,000-74,999"
32588,00BF34173402723024BD833,2008-04-13 22:07:45.947000000,Landscaping,0.17,"$1-24,999"
4225,97F53547233653600244282,2012-05-24 10:09:57.293000000,Other,0.2343,"$50,000-74,999"
46143,415D3575435769721D1DD62,2013-04-01 12:29:26.620000000,Doctor,0.1795,"$100,000+"
918,7FCB3377964403022126D5E,2007-01-09 11:57:41.443000000,Other,0.1594,Not displayed
22251,045B3365150620444BBE8A9,2006-05-19 20:47:20.680000000,,0.1975,Not displayed
4251,820F35913302656793B3AED,2013-10-19 07:23:23.553000000,Nurse (RN),0.0819,"$25,000-49,999"
39982,3BC535416134664826C803B,2012-03-22 12:05:01.460000000,Professional,0.1449,"$100,000+"
45594,518A3400623601343F99095,2007-10-03 00:21:38.733000000,Military Enlisted,0.182,"$25,000-49,999"
49444,DEA03590766083731956775,2013-10-04 15:55:55.740000000,Sales - Retail,0.2235,"$25,000-49,999"
68855,A2F53582083107273B16157,2013-07-02 16:39:30.817000000,Other,0.2566,"$1-24,999"
109980,69843555626487015B03C24,2012-09-02 07:53:37.257000000,Truck Driver,0.2324,"$75,000-99,999"
95264,8668354676168513306465C,2012-05-15 08:01:56.623000000,Clerical,0.3177,"$50,000-74,999"
76825,4711341470080275002CA54,2008-03-10 15:16:02.087000000,Military Enlisted,0.2945,"$25,000-49,999"
60977,82503581374401099D4AE92,2013-06-23 17:31:00.980000000,Other,0.0974,"$25,000-49,999"
53269,E22935398969894022120A0,2012-02-16 14:24:59.540000000,Professional,0.0999,"$75,000-99,999"
98942,C1A735588375203417580F2,2012-09-24 11:29:36.773000000,Engineer - Electrical,0.1599,"$25,000-49,999"
99271,25DE3365176053282008C6C,2006-08-18 08:45:17.320000000,Other,0.0844,Not displayed
75042,E9DA3602675707179C5C07B,2014-02-08 09:41:06.660000000,Other,0.2474,"$75,000-99,999"
37220,42703590134910634A70A8B,2013-09-24 07:26:49.483000000,Computer Programmer,0.0659,"$100,000+"
49533,ED1935942614671247CEFC6,2013-11-07 16:19:29.980000000,Medical Technician,0.155,"$50,000-74,999"
95163,EDC93563920266961ADCE2C,2012-11-19 16:21:24.580000000,Skilled Labor,0.0814,"$50,000-74,999"
7008,49D23490065245227CB73ED,2010-07-16 18:01:21.043000000,Professional,0.071,"$100,000+"
39866,8F13356272316685250C7C3,2012-11-19 21:00:54.870000000,Realtor,0.1795,"$25,000-49,999"
70383,786634787720598009A3B44,2010-03-25 16:26:43.390000000,Computer Programmer,0.102,"$75,000-99,999"
108289,F8673589591497109258364,2013-09-11 08:47:29.547000000,Nurse's Aide,0.2925,"$1-24,999"
80966,CD0A34314476069186D5A24,2008-09-25 18:12:13.200000000,Professional,0.2974,"$100,000+"
98089,85943583816489844C19217,2013-07-19 09:17:01.213000000,Accountant/CPA,0.1249,"$50,000-74,999"
84820,627D3491206628247958115,2010-08-04 14:07:47.960000000,Administrative Assistant,0.275,"$25,000-49,999"
68418,05BA3580565551834CDFC23,2013-06-08 06:42:33.290000000,Other,0.2492,"$25,000-49,999"
103573,0D923581401771936B271E8,2013-06-17 02:57:48.067000000,Other,0.2099,"$100,000+"
42327,43D23584963354605DF5E31,2013-07-31 10:17:38.880000000,Teacher,0.1089,"$25,000-49,999"
17830,87CC35944856327883F1D92,2013-11-19 13:34:17.353000000,Teacher,0.215,"$50,000-74,999"
66908,52253522882243191E57926,2011-08-19 09:35:11.347000000,Construction,0.1899,"$50,000-74,999"
44938,A413358392382933383CDE3,2013-07-13 17:39:06.530000000,Truck Driver,0.2139,"$50,000-74,999"
51974,E38D35987994674187DCE79,2014-01-09 15:56:44.693000000,Truck Driver,0.2394,"$75,000-99,999"
70583,DD2B3554298383302D73F4C,2012-08-01 12:05:03.323000000,Other,0.2498,"$50,000-74,999"
8517,0A883524370618054C0D269,2011-08-24 18:50:44.370000000,Truck Driver,0.1899,"$75,000-99,999"
8375,0205338314769822168420C,2007-03-14 20:38:18.060000000,Other,0.22,"$50,000-74,999"
48513,B92E3571969708483B87020,2013-02-17 11:32:14.270000000,Food Service Management,0.1639,"$50,000-74,999"
47700,F0143423107699113F5B7FD,2008-05-27 12:04:32.840000000,Professional,0.3,"$75,000-99,999"
79195,40023593230062249B05CD5,2013-10-20 10:49:53.900000000,Other,0.1249,"$50,000-74,999"
35514,68B4359417686141453DA3E,2013-11-08 07:59:47.053000000,Accountant/CPA,0.105,"$25,000-49,999"
86186,DA52337575456071439D6E1,2006-11-27 18:01:34.707000000,Skilled Labor,0.26,Not displayed
91949,265D33801351891427AA20A,2007-02-07 10:47:31.630000000,Food Service,0.15,Not displayed
79129,E2133430353224220E6C84B,2008-08-24 21:01:26.417000000,Computer Programmer,0.35,"$25,000-49,999"
5427,7E273505824415950DF71E6,2011-01-16 16:23:29.257000000,Engineer - Electrical,0.0655,"$100,000+"
74258,F8D83593788303965B98271,2013-11-13 11:14:36.990000000,,0.2155,"$25,000-49,999"
14421,D9D6337323981415206A01D,2006-11-07 19:41:14.283000000,Student - College Sophomore,0.07,Not displayed
24727,783035948317557008995F8,2013-11-15 12:44:26.637000000,Sales - Commission,0.2045,"$25,000-49,999"
44001,A0493588207813164887524,2013-08-21 21:54:34.867000000,Construction,0.1824,"$50,000-74,999"
43693,4EC73470809640269ED43D8,2009-12-11 18:01:41.560000000,Clerical,0.35,"$1-24,999"
45338,DB2E3599000876087894BDF,2013-12-23 14:27:12.210000000,Teacher,0.1239,"$50,000-74,999"
8116,0B223397135382977E650EC,2007-07-31 20:58:51.440000000,Skilled Labor,0.09,"$25,000-49,999"
97508,FB3D3426059279642B43327,2008-07-13 14:48:11.717000000,Other,0.1395,"$25,000-49,999"
16068,9C2C3565741423889A41709,2012-12-20 19:46:01.067000000,Professional,0.1246,"$100,000+"
28890,2F803516182029404AAAD13,2011-05-30 11:34:13.840000000,Administrative Assistant,0.2699,"$1-24,999"
89744,44DB339615145101183539D,2007-08-02 20:24:37.413000000,Other,0.172,"$25,000-49,999"
3186,47293558898402235904C49,2012-10-09 09:05:33.813000000,Professional,0.2024,"$50,000-74,999"
94410,C36C3518325721316EF0501,2011-06-20 18:20:36.263000000,Accountant/CPA,0.3199,"$25,000-49,999"
32305,00393554268408197441CE8,2012-08-16 01:40:52.673000000,Laborer,0.2909,"$25,000-49,999"
86984,5EA435784989146469F43D7,2013-05-01 07:21:40.030000000,Food Service Management,0.0869,"$50,000-74,999"
94005,2A1F3526074688448DCCBBF,2011-09-04 20:03:39.113000000,Computer Programmer,0.2699,"$25,000-49,999"
6572,4D503498018970687312FEB,2010-10-15 15:00:53.753000000,Other,0.1515,"$50,000-74,999"
100315,276935662727436906CDA23,2012-12-17 18:29:43.410000000,Other,0.0839,"$25,000-49,999"
94123,ACBD3536242031298B54034,2012-01-17 11:01:40.013000000,Skilled Labor,0.2049,"$50,000-74,999"
109009,72FE3433580578091D0867F,2008-09-25 17:55:23.950000000,Tradesman - Plumber,0.18,$0
83361,506A3594417266986DBC12C,2013-11-12 17:09:27.390000000,Analyst,0.2925,"$50,000-74,999"
61402,0DC533650039198322019D9,2006-05-05 08:43:12.710000000,,0.15,Not displayed
26377,C2653404816237868C68C25,2007-11-05 08:02:57.047000000,Truck Driver,0.0977,"$50,000-74,999"
75183,8EA935250284192118E83AC,2011-08-22 18:36:08.420000000,Teacher,0.3099,"$25,000-49,999"
110685,B369336520534703495276E,2006-07-22 12:43:33.187000000,Medical Technician,0.26,Not displayed
40530,78323533644560846E32C29,2011-12-20 14:57:55.313000000,Other,0.3127,"$1-24,999"
368,00F033886616529869C3281,2007-04-25 19:19:24.050000000,Sales - Retail,0.2,"$1-24,999"
83638,38A335237385505827C9970,2011-08-09 08:44:10.527000000,Clerical,0.2399,"$25,000-49,999"
80777,CC9A3564912649478D6B130,2012-11-29 15:25:22.123000000,Sales - Commission,0.2932,"$25,000-49,999"
100893,ADA83499656029939BDD82F,2010-11-14 16:40:24.737000000,Computer Programmer,0.134,"$25,000-49,999"
77915,39213390657986228E3907B,2007-05-22 21:22:38.153000000,Professional,0.232,"$25,000-49,999"
91144,26DB35940882366747A9D3D,2013-11-12 11:01:03.587000000,Other,0.1199,"$75,000-99,999"
46105,D88C3550049914179B3E211,2012-06-15 17:01:14.400000000,Other,0.3177,"$25,000-49,999"
91470,272035278965580269563DD,2011-10-09 07:11:25.063000000,Other,0.2599,"$50,000-74,999"
113397,F33035864954457589636BD,2013-08-01 17:31:42.990000000,Analyst,0.1639,"$100,000+"
5363,437035521842846255ADA7B,2012-07-15 12:33:54.397000000,Professional,0.1385,"$75,000-99,999"
91126,73693600033086948823533,2014-01-07 11:17:58.713000000,Clerical,0.1725,"$25,000-49,999"
1541,37B53522171062153E9DCC2,2011-07-25 04:48:34.187000000,Principal,0.2199,"$75,000-99,999"
76166,FF183405595870166CB8CD0,2007-11-07 19:43:34.797000000,Professional,0.29,"$50,000-74,999"
20414,036B359974020545683CB5D,2014-01-02 09:29:52.247000000,Waiter/Waitress,0.1875,"$25,000-49,999"
92775,292F352791167598842381F,2011-09-30 03:53:08.343000000,Teacher,0.1799,"$75,000-99,999"
72041,7F213598491212185B3A857,2014-01-08 17:47:53.497000000,Engineer - Mechanical,0.1435,"$100,000+"
44575,6B2136020664531149561AF,2014-02-17 14:59:55.907000000,Other,0.1239,"$50,000-74,999"
66366,71B23595076919490CB6CA8,2013-12-03 05:26:10.757000000,Computer Programmer,0.1139,"$75,000-99,999"
103424,C2F5358442370785391F732,2013-07-18 17:24:06.187000000,Retail Management,0.1419,"$25,000-49,999"
88445,9E79351172427662171F383,2011-03-20 11:11:19.287000000,Accountant/CPA,0.3199,"$25,000-49,999"
28964,164E3424395033798ABE104,2008-06-18 07:10:54.903000000,Professional,0.1075,"$50,000-74,999"
91929,6D3C3604543939189ABE13E,2014-02-27 12:42:34.930000000,Scientist,0.135,"$100,000+"
29623,7B1A3458308760626CDD7BD,2009-08-02 10:31:47.307000000,Clerical,0.19,"$25,000-49,999"
67381,CFFD3581049713062399057,2013-06-05 07:10:01.523000000,Nurse (RN),0.1734,"$50,000-74,999"
77822,38EE35352509210486D65FE,2012-01-02 20:50:21.587000000,Nurse (RN),0.1449,"$100,000+"
51524,A73C36047112754251D3A5E,2014-03-08 11:14:44.757000000,Professional,0.1159,"$75,000-99,999"
68593,8A9A349984071739131377F,2010-11-21 12:31:26.970000000,Other,0.085,"$25,000-49,999"
32810,C64E3415963838239727709,2008-03-24 05:33:35.530000000,Military Enlisted,0.0723,"$75,000-99,999"
21610,5A373590431455218591310,2013-10-09 18:00:14.807000000,Professional,0.1099,"$50,000-74,999"
16239,1B693365889353730C81FBA,2006-07-15 07:34:57.130000000,Teacher,0.28,Not displayed
96775,BEDA357363797913179A40A,2013-03-20 17:37:22.630000000,Accountant/CPA,0.0849,"$100,000+"
5985,793036012912367820AED5C,2014-01-26 16:34:00.520000000,Laborer,0.1685,"$50,000-74,999"
109032,F5C63509435603368E717B6,2011-02-27 19:44:58.743000000,Social Worker,0.2599,"$100,000+"
26733,C7833599010152607940DEB,2013-12-27 08:38:35.203000000,Other,0.1239,"$50,000-74,999"
80349,773A3604649389024A60355,2014-03-06 18:22:49.077000000,Accountant/CPA,0.1264,"$25,000-49,999"
104568,0EA03502993923584F4001E,2010-12-22 07:22:39.443000000,Civil Service,0.07,"$25,000-49,999"
95366,2A093551524868030BD38AE,2012-07-14 13:58:32.020000000,Construction,0.3177,"$25,000-49,999"
110553,612633670212188901BC84E,2006-08-29 16:57:33.840000000,Executive,0.1688,Not displayed
68267,33BC3597488970863757B9F,2013-12-26 09:34:44.923000000,Engineer - Mechanical,0.1139,"$25,000-49,999"
72314,3E7E35860457853482BB105,2013-08-06 17:23:32.027000000,Other,0.2736,"$25,000-49,999"
37542,51C434719796297051F9103,2009-12-28 19:45:51.957000000,Professional,0.1434,"$100,000+"
112053,338F3554475507817E5382A,2012-08-02 08:07:14.337000000,Accountant/CPA,0.3177,"$25,000-49,999"
28358,781C35845951604268BD250,2013-07-18 19:31:31.050000000,Computer Programmer,0.162,"$100,000+"
32740,B9C4357694491649573602F,2013-04-22 15:42:16.287000000,Doctor,0.1559,"$100,000+"
60599,AE7A3596416737489ED820E,2013-12-05 06:33:12.777000000,Judge,0.215,"$100,000+"
75018,410735403212669425A1687,2012-02-18 06:24:07.813000000,Attorney,0.1845,"$100,000+"
10118,E1E7339137794657061D3C1,2007-06-06 12:45:17.360000000,Computer Programmer,0.21,"$50,000-74,999"
84457,AA03345113637058698C86E,2009-05-04 08:44:33.420000000,Analyst,0.0915,"$75,000-99,999"
47963,F8B13585489800249B7ACB7,2013-07-27 11:15:40.843000000,Executive,0.1769,"$50,000-74,999"
4452,A02F353718645650884308C,2012-01-25 10:29:27.353000000,Teacher,0.1449,"$50,000-74,999"
49405,E0CA3592681714699727F03,2013-10-11 17:24:51.763000000,,0.176,"$25,000-49,999"
104532,D8DB3368806827740DE7578,2006-09-08 10:32:46.930000000,Other,0.095,Not displayed
17241,9CD735878069841438DA3A5,2013-08-22 07:15:52.553000000,Medical Technician,0.1034,"$75,000-99,999"
58279,242B356985317866363955B,2013-01-22 06:09:49.963000000,Administrative Assistant,0.1559,"$50,000-74,999"
71313,F422360078117128081AD85,2014-01-16 11:57:05.557000000,,0.1039,"$1-24,999"
65143,216F3502731913801953FD8,2010-12-20 05:05:37.090000000,Engineer - Mechanical,0.322,"$100,000+"
19312,AB0A3399333624379072AC4,2007-09-14 08:51:58.717000000,Other,0.2,"$50,000-74,999"
16019,58373600106743123DC2179,2014-01-17 12:16:20.617000000,Sales - Commission,0.1314,"$100,000+"
103351,7E5B355376615227130AA84,2012-08-10 10:06:34.560000000,Doctor,0.3177,"$100,000+"
111816,2CB03585712007363EB5951,2013-08-05 13:23:26.573000000,Tradesman - Mechanic,0.2712,"$75,000-99,999"
21911,94773372497359932B4C7B0,2006-11-06 15:30:05.603000000,Other,0.18,Not displayed
39048,9A8D3510280292741BF6D7A,2011-03-04 10:25:28.200000000,Other,0.3199,"$1-24,999"
60877,0C8A3469689830648B21535,2009-11-23 16:50:37.527000000,Food Service Management,0.154,"$25,000-49,999"
54359,212F3587390076196E6ACFE,2013-08-22 10:52:06.923000000,Teacher,0.1899,"$25,000-49,999"
78420,46BE35077110699433B70DD,2011-02-17 12:19:56.310000000,Analyst,0.089,"$25,000-49,999"
70417,6A75336472671996387C75B,2006-05-09 14:59:02.980000000,,0.22,Not displayed
37971,11BC3503059616011081E41,2010-12-22 11:49:14.907000000,Other,0.149,"$50,000-74,999"
38302,79FA3576838969966544C53,2013-04-12 18:00:58.233000000,Construction,0.0699,"$75,000-99,999"
20803,038F3496375270400188A53,2010-10-12 13:21:50.227000000,Administrative Assistant,0.35,"$1-24,999"
54851,92213384952946496A101F3,2007-03-29 08:19:12.160000000,Clerical,0.23,"$1-24,999"
89322,76DE3581266210455E54385,2013-06-12 09:56:04.603000000,Accountant/CPA,0.2099,"$25,000-49,999"
85548,229D3420892086711F02521,2008-05-22 15:19:34.850000000,Accountant/CPA,0.13,"$50,000-74,999"
76582,4FE53519820459816520CBD,2011-07-08 08:54:07.480000000,Other,0.0899,"$50,000-74,999"
548,092C3579889857066D15119,2013-05-17 08:11:08.867000000,Religious,0.2346,"$50,000-74,999"
32697,73D13527118003545D60889,2011-10-07 10:22:28.203000000,Accountant/CPA,0.1799,"$100,000+"
25650,FA543402804366571FF0EFC,2007-10-08 14:49:28.410000000,Other,0.1794,Not employed
48419,98703577301275573BF87CD,2013-05-06 10:05:00.937000000,Sales - Commission,0.0666,"$100,000+"
29700,695135788707306217BAE40,2013-05-06 09:34:12.473000000,Attorney,0.1359,"$100,000+"
29223,5DEC35357086493423B42AA,2011-12-29 11:14:11.520000000,Fireman,0.2511,"$25,000-49,999"
98617,966235972637269587BA576,2013-12-19 11:55:29.893000000,Retail Management,0.2394,"$75,000-99,999"
56551,AB6335920729794977BBE50,2013-10-18 08:20:41.593000000,Sales - Commission,0.1585,"$50,000-74,999"
11468,ED323383974346410717D30,2007-03-05 09:05:36.990000000,Other,0.125,"$25,000-49,999"
86341,E34335647026903398B5BFA,2012-11-26 19:40:39.850000000,Student - College Graduate Student,0.2099,"$25,000-49,999"
53703,6FE535971612666359FA00F,2013-12-26 13:25:23.040000000,Administrative Assistant,0.1725,"$25,000-49,999"
68331,7E623563197471627A4B9AC,2012-11-15 08:53:08.480000000,Nurse's Aide,0.2398,"$25,000-49,999"
3333,49CD3540604083685D3B30F,2012-03-09 12:21:02.427000000,Analyst,0.3177,"$50,000-74,999"
76634,46B43474085782753B94D52,2010-01-07 19:28:01.920000000,Skilled Labor,0.2607,"$25,000-49,999"
58937,70ED3421036048058FE7158,2008-05-03 13:36:49.330000000,Other,0.25,"$1-24,999"
4064,0CAE3601876801763F0308A,2014-02-13 15:43:05.407000000,Other,0.1189,"$100,000+"
87832,EADA354122953270283D28A,2012-03-11 08:24:33.350000000,Skilled Labor,0.1396,"$50,000-74,999"
98440,5EA4357975101167804249C,2013-05-25 17:28:38.493000000,Other,0.2932,"$50,000-74,999"
63755,202A3599261208319766751,2014-01-06 11:00:31.403000000,Food Service,0.1905,"$1-24,999"
4507,98A434852532605629642F2,2010-05-18 11:32:18.843000000,Laborer,0.1385,"$50,000-74,999"
26851,303035601520608822B4614,2012-10-18 13:16:20.807000000,Medical Technician,0.3177,"$25,000-49,999"
46420,DD4435967254331132AF934,2013-12-06 13:25:09.877000000,Other,0.1725,"$100,000+"
